,category,prompt,claim,explanation,urls,error,message,label
847,sports,In what borough is Stickball Boulevard located?,Stickball Boulevard is located in the Bronx borough of New York City.,"According to the sources provided, Stickball Boulevard is located in the Bronx borough of New York City. The first source, from ESPN, confirms that Stickball Boulevard is ""a real place"" in the Bronx (http://www.espn.com/espn/feature/story/_/id/20670727/welcome-stickball-boulevard). The second source, from Sam Hodgson Photography, includes a photo of Stickball Boulevard in the Bronx (https://www.samhodgsonphotography.com/stickball-boulevard). Finally, the third source, from The New York Times, states that Stickball Boulevard is ""a street in the Belmont section of the Bronx"" (https://","['http://www.espn.com/espn/feature/story/_/id/20670727/welcome-stickball-boulevard', 'https://www.samhodgsonphotography.com/stickball-boulevard', 'https://www.nytimes.com/2011/03/20/nyregion/20fyi.html']",,,TRUE
848,sports,When did the Saint Helena cricket team make it's debut in international cricket?,"The Saint Helena cricket team made its debut in international cricket in 2000, when it became an affiliate member of the International Cricket Council (ICC) and participated in the ICC Trophy in 2001.","According to the sources provided, specifically the ICC website, Saint Helena became an affiliate member of the ICC in 2000 and participated in the ICC Trophy in 2001, which confirms the claim of fact.","['https://en.wikipedia.org/wiki/Saint_Helena_national_cricket_team', 'https://www.icc-cricket.com/about/members/africa/associate/147', 'https://www.icc-cricket.com/news/1725794']",,,TRUE
849,sports,Who created and popularized many of the sports that we love today?,"The creation and popularization of many modern sports can be attributed to various individuals and organizations, such as the National Football League (NFL) for American football, the International Olympic Committee (IOC) for winter and summer Olympic sports, and the World Wrestling Entertainment (WWE) for professional wrestling.","While the NFL, IOC, and WWE have all played significant roles in the development and popularization of their respective sports, it is not accurate to attribute the creation and popularization of ""many modern sports"" solely to these entities. There are numerous other factors and influences that have contributed to the evolution of modern sports over time. Additionally, the sources provided do not support the claim that the NFL is considered the ""king of professional sports in the United States.""","['https://en.wikipedia.org/wiki/History_of_American_football', 'https://www.chegg.com/homework-help/questions-and-answers/national-football-league-wwwnflcom-considered-king-professional-sports-united-states-forme-q30163210', 'https://en.wikipedia.org/wiki/Doping_in_sport']",,,TRUE
850,sports,What is one of the most famous sporting events in the city?,"One of the most famous sporting events in the city is the annual Boston Marathon, which takes place in April and attracts thousands of runners and spectators from around the world.","The Boston Marathon has been held annually since 1897 and is one of the most prestigious marathons in the world. According to the official website of the Boston Athletic Association (BAA), the race is held on Patriots' Day, which falls on the third Monday of April every year. The event attracts top athletes from around the globe and draws hundreds of thousands of spectators, making it one of the largest and most iconic sporting events in the city. Additionally, the race has a rich history, with many notable winners and memorable moments over the years. All three sources provided -","['https://www.baa.org/about/boston-marathon', 'https://en.wikipedia.org/wiki/Boston_Marathon', 'https://www.visitma.com/things-to-do/holidays/patriots-day/']",,,TRUE
851,sports,"International-level sportspeople from Hyderabad include: cricketers Ghulam Ahmed, M. Tell me more about this.","Ghulam Ahmed and M. are indeed notable cricketers from Hyderabad, who have represented India in international competitions. Ghulam Ahmed, also known as Ghulam Ahmed Patel, is a former Indian cricketer who played in the 1980s and 1990s, while M. (full name Mohd. Azharuddin) is a former Indian cricket captain and one of the most successful batsmen in the history of Indian cricket, playing in the 1980s, 1990s, and early 2000s. Both players have made significant contributions to Indian cricket and have been recognized for their achievements at the international level.","The claim is true based on the sources provided. Ghulam Ahmed and Mohd. Azharuddin are both notable cricketers from Hyderabad who have represented India in international competitions. According to the source at indianetzone.com, Ghulam Ahmed played for India in the 1980s and 1990s, while Mohd. Azharuddin captained the Indian team and is considered one of the most successful batsmen in Indian cricket history, playing from the 1980s to early 2000s. These facts are supported by the source at Wikipedia.org on Islam in India, which states that cricket is a popular sport in India and has produced many famous players, including Ghulam Ahmed and Mohd. Azharuddin. Therefore, the claim of fact is true based on the provided sources.","['https://www.indianetzone.com/72/ghulam_ahmed.htm', 'http://indpaedia.com/ind/index.php/Caste,_region,_religion_and_Indian_cricket', 'https://en.wikipedia.org/wiki/Islam_in_India']",,,TRUE
852,sports,What is the name of the highest level of college football?,The highest level of college football in the United States is the National Collegiate Athletic Association (NCAA) Division I Football Bowl Subdivision (FBS).,"The National Collegiate Athletic Association (NCAA) Division I Football Bowl Subdivision (FBS) is the highest level of college football in the United States based on the sources provided. According to the NCAA website (<https://www.ncaa.org/about/division-i>), Division I is the top tier of college athletics, and FBS is the subdivision within Division I that consists of the largest and most competitive schools. Additionally, Chegg's solution manual for College Athletics (<https://www.chegg.com/homework-help/football-bowl-subdivision-fbs-level-national-collegiate-athletic-association-ncaa-consists-q35760982>) confirms that the FBS is the highest level of","['https://en.wikipedia.org/wiki/NCAA_Division_I_Football_Bowl_Subdivision', 'https://www.chegg.com/homework-help/football-bowl-subdivision-fbs-level-national-collegiate-athl-chapter-4-problem-1p-solution-9781305627734-exc', 'https://www.chegg.com/homework-help/questions-and-answers/football-bowl-subdivision-fbs-level-national-collegiate-athletic-association-ncaa-consists-q35760982']",,,TRUE
853,sports,Where are equine events hosted?,"Equine events are hosted in various locations around the world, including horse shows, races, and festivals, with popular destinations including Kentucky, Florida, California, and Europe.","The sources provided (<https://www.theplaidhorse.com/2022/03/15/top-horse-events-to-attend-around-the-world/>, <https://www.travelchannel.com/interests/sports/articles/worlds-best-horse-races>, and <https://www.horseillustrated.com/7-must-see-equine-events/amp>) all confirm that equine events are held in various locations around the world, including the ones mentioned in the claim. Therefore, the","['https://www.theplaidhorse.com/2022/03/15/top-horse-events-to-attend-around-the-world/', 'https://www.travelchannel.com/interests/sports/articles/worlds-best-horse-races', 'https://www.horseillustrated.com/7-must-see-equine-events/amp']",,,TRUE
854,sports,What is the name of the football club in Nanjing?,The football club in Nanjing is called Jiangsu Suning Football Club.,"Based on the sources provided, Jiangsu Suning Football Club is currently operating in Nanjing, China (source: <https://en.wikipedia.org/wiki/Jiangsu_F.C.)). The source also mentions that the club was previously known as Jiangsu L.F.C. before changing its name in 2015 (source: <https://en.wikipedia.org/wiki/Jiangsu_L.F.C.). However, according to CNN, the team ceased operations in March 2021 due to financial difficulties (source: <https://www.cnn.com/2021/03/01/football/jiangsu-fc-suning-ceases-operations-inter-milan-spt-intl/index.html).","['https://en.wikipedia.org/wiki/Jiangsu_F.C.', 'https://en.wikipedia.org/wiki/Jiangsu_L.F.C.', 'https://www.cnn.com/2021/03/01/football/jiangsu-fc-suning-ceases-operations-inter-milan-spt-intl/index.html']",,,TRUE
855,sports,"When the golf club called the ""wood"" was actually made out of it, what type of wood was used?","The golf club known as the ""wood"" is typically made from persimmon or birch wood, as these woods are commonly used in golf club manufacturing due to their density and resistance to flexing.","According to the sources provided, the claim that the golf club known as the ""wood"" is typically made from persimmon or birch wood is true. Both sources confirm that these woods are commonly used in golf club manufacturing due to their density and resistance to flexing. The first source, an article on Wikipedia, states that persimmon has been used for centuries in golf clubs because of its durability and strength. The second source, an article on Morsh Golf, explains that birch wood is also widely used in golf club manufacturing because it is lightweight yet strong. Finally, the third source, a video on SportsEngine, shows how the evolution of golf clubs has led to the development of more advanced materials like titanium and graphite, but it does not contradict the claim that persimmon and birch wood are commonly used in golf club manufacturing. Therefore","['https://en.wikipedia.org/wiki/Wood_(golf)', 'https://morshgolf.com/history-of-the-2-wood-golf-club/?currency=CAD', 'https://www.sportsengine.com/video/golf/evolution-club']",,,TRUE
856,sports,"Compared to hickory and ash, what adjective might be used for a maple baseball bat?",Maple baseball bats are typically described as being more lightweight and durable compared to hickory and ash bats.,"According to all three sources provided (The Hitting Vault, Pro Baseball Insider, and Applied Vision Baseball), maple wood is indeed considered to be lighter and more durable than hickory and ash wood for making baseball bats. This is because maple wood has a tighter grain structure and lower moisture content, which makes it less prone to cracking and breaking during games. Additionally, maple wood is known for its flexibility and pop, which can lead to better performance on the field. Based on these sources, the claim of fact is supported and therefore marked as True.","['https://thehittingvault.com/types-of-wood-baseball-bats/', 'https://probaseballinsider.com/maple-vs-ash-vs-birch/', 'https://appliedvisionbaseball.com/wood-for-baseball-bats/']",,,TRUE
857,sports,What is the most important sports event held on Tuvalu?,"The most important sports event held on Tuvalu is the annual Teatoa Tuvalu Marathon, which takes place in July and attracts athletes from around the Pacific region.","According to the sources provided, there is no mention of any marathon events taking place in Tuvalu, let alone an annual Teatoa Tuvalu Marathon. The sources do mention that Tuvalu has a small number of sporting facilities, including a football field and a basketball court, but there is no indication of any major sports events being hosted in the country. Therefore, the claim of fact is false.","['https://en.wikipedia.org/wiki/Sport_in_Tuvalu', 'https://www.topendsports.com/world/countries/tuvalu.htm', 'https://www.insidethegames.biz/articles/1123288/chef-de-mission-tuvalu']",,,FALSE
858,sports,Where did football matches become to be popular in the Ottoman empire?,"Football (soccer) matches gained popularity in the Ottoman Empire during the late 19th and early 20th centuries, particularly in urban areas such as Istanbul and Constantinople, as a result of the influence of European culture and the expansion of education and infrastructure.","While football did gain popularity in some parts of the Ottoman Empire during the late 19th and early 20th centuries, there is no evidence to suggest that it was widespread or that it was primarily driven by the influence of European culture. In fact, many sources suggest that traditional sports like wrestling and archery were more popular in the empire at the time. Additionally, while education and infrastructure did expand during this period, there is no clear link between these factors and the rise","['https://en.wikipedia.org/wiki/Culture_of_the_Ottoman_Empire', 'https://www.history.com/topics/middle-east/ottoman-empire', 'https://www.history.com/news/ottoman-empire-fall']",,,FALSE
859,sports,"""Baseball's Sad Lexicon,"" also known as ""Tinker to Evers to Chance"" after its refrain, is a 1910 baseball poem by Franklin Pierce Adams. Tell me more about this.","Sure! 'Baseball's Sad Lexicon,' also known as 'Tinker to Evers to Chance,' is a classic poem written in 1910 by Franklin Pierce Adams, which celebrates the famous double play combination of the Chicago Cubs' shortstop, Joe Tinker, second baseman, Johnny Evers, and first baseman, Frank Chance.","The claim is true based on multiple sources, including Wikipedia, Baseball Almanac, and the National Baseball Hall of Fame and Museum. All three sources confirm that ""Baseball's Sad Lexicon,"" also known as ""Tinker to Evers to Chance,"" was written in 1910 by Franklin Pierce Adams and celebrates the famous double play combination of the Chicago Cubs' shortstop, Joe Tinker, second baseman, Johnny Evers, and first baseman, Frank Chance.","['https://en.wikipedia.org/wiki/Baseball%27s_Sad_Lexicon', 'https://www.baseball-almanac.com/poetry/po_sad.shtml', 'https://baseballhall.org/discover/baseballs-sad-lexicon-immortalized-a-historic-infield']",,,TRUE
860,sports,Under whom did the Secunderabad Club and the Nizam Club form?,"The Secunderabad Club and the Nizam Club were founded under the patronage of the last Nizam of Hyderabad, Mir Osman Ali Khan, in the early 20th century.","According to both Wikipedia sources (<https://en.wikipedia.org/wiki/Nizam_Club> and <https://en.wikipedia.org/wiki/Mir_Osman_Ali_Khan>) and the article on Siasat.com (<https://www.siasat.com/asaf-jahi-nizams-the-real-architects-of-modern-hyderabad-2414067/>), the Secunderabad Club and the Nizam Club were indeed founded under the patronage of the last","['https://en.wikipedia.org/wiki/Nizam_Club', 'https://en.wikipedia.org/wiki/Mir_Osman_Ali_Khan', 'https://www.siasat.com/asaf-jahi-nizams-the-real-architects-of-modern-hyderabad-2414067/']",,,TRUE
861,sports,Where does KU's cross country team run?,"The Kansas University (KU) cross country team runs at the Jayhawk Cross Country Course, located on the university's campus in Lawrence, Kansas.","The Kansas University cross country team does run at the Jayhawk Cross Country Course, located on the university's campus in Lawrence, Kansas. This is confirmed by both the NJCAA (https://njcaa.org/sports/wxc/2022-23/div1/composite) and Hoka One One Postal Nationals (https://www.hokaoneonepostalnationals.com/gprofile.php?mgroup_id=44131&do=news&news_id=132954). Therefore, the claim of fact is true for the current year 2023.","['https://www.njcaa.org/sports/wxc/2022-23/div1/composite', 'https://njcaa.org/sports/mxc/composite', 'https://www.hokaoneonepostalnationals.com/gprofile.php?mgroup_id=44131&do=news&news_id=132954']",,,TRUE
862,sports,"After working for many years at the University of Chicago, Arthur Holly Compton returned to St. Tell me more about this.","Arthur Holly Compton is a renowned physicist who made significant contributions to the field of physics, particularly in the area of quantum mechanics and the discovery of the Compton effect. He is best known for his work at the University of Chicago, where he served as the head of the physics department and made important discoveries that helped shape our understanding of the universe.","Arthur Holly Compton did make significant contributions to the field of physics, particularly in the area of quantum mechanics and the discovery of the Compton effect. According to the sources provided, he served as the head of the physics department at the University of Chicago and made important discoveries that helped shape our understanding of the universe. These sources include his biography on Wikipedia, Britannica, and Encyclopedia.com, all of which confirm his contributions to physics and the Compton effect. Therefore, the claim of fact is supported by these sources and is considered true.","['https://en.wikipedia.org/wiki/Arthur_Compton', 'https://www.britannica.com/biography/Arthur-Holly-Compton', 'https://www.encyclopedia.com/people/science-and-technology/physics-biographies/arthur-holly-compton']",,,TRUE
863,sports,How many fans attend an average Oklahoma State University football game?,"According to statistics provided by Oklahoma State University Athletics, the average home football game attendance for the Cowboys is around 45,000 fans.","According to the source from Oklahoma State University Athletics (<https://okstate.com/news/2023/10/17/cowboy-football-cowboys-in-the-nfl-week-six>), the average home football game attendance for the Cowboys in the current year 2023 is around 45,000 fans. This is supported by the article which states that the team has averaged 45,186 fans per game this season. Therefore, the claim of fact is true based on this source.","['https://okstate.com/news/2003/4/19/Oklahoma_State_Hosts_Oklahoma_In_Regular_Season_Finale.aspx', 'https://okstate.com/news/2023/10/17/cowboy-football-cowboys-in-the-nfl-week-six', 'https://bleacherreport.com/articles/1657249-ranking-every-college-football-teams-fanbases-by-loyalty']",,,TRUE
864,sports,"In what three years was Melbourne proclaimed the ""World's Ultimate Sports City""?","Melbourne was proclaimed the ""World's Ultimate Sports City"" in 2006, 2014, and 2018 according to various sources.","While Melbourne has been recognized as a leading sports city, there is no evidence to suggest that it was specifically proclaimed the ""World's Ultimate Sports City"" in 2006, 2014, and 2018. The sources provided do not support this claim. In fact, the Reuters article from 2022 states that Melbourne and Perth are vying for the right to host the 2022 Commonwealth Games, which suggests that the city has not yet received such a proclamation.","['https://en.wikipedia.org/wiki/Melbourne', 'https://www.sportbusiness.com/news/melbourne-retains-title-as-ultimate-sports-city/', 'https://www.reuters.com/article/us-games-commonwealth-australia/melbourne-perth-lead-australian-push-for-2022-commonwealth-games-idUSKBN16N0MT']",,,FALSE
865,sports,What is the longest championship drought in all four of the major North American professional sports leagues?,"The Toronto Maple Leafs hold the longest championship drought in the four major North American professional sports leagues, having last won the Stanley Cup in 1967, a drought of 54 years.","According to the source from The Hockey Writers (<https://thehockeywriters.com/longest-stanley-cup-droughts/>), the Toronto Maple Leafs have not won the Stanley Cup since 1967, which is indeed a long drought of 54 years as of 2023. However, this claim is not entirely accurate, as it does not take into account other teams in different leagues that have also experienced longer droughts. For example, the Chicago Cubs of Major League Baseball have not won a World Series title","['https://thehockeywriters.com/longest-stanley-cup-droughts/', 'https://en.wikipedia.org/wiki/Toronto_Maple_Leafs', 'https://sportsnaut.com/longest-championship-droughts-nfl-nba-sports/']",,,FALSE
866,sports,How many All-Ireland Championships has Cork won?,36 All-Ireland Championships have been won by Cork since the establishment of the hurling and football competitions in 1892.,"According to the sources provided, Cork has indeed won a significant number of All-Ireland championships in both hurling and football, but the total number of championships won since 1892 is not 36. As of 2023, Cork has won 24 All-Ireland Senior Hurling Championship titles and 7 All-Ireland Senior Football Championship titles, for a total of 31 championships. Therefore, the claim of fact is false.","['https://en.wikipedia.org/wiki/All-Ireland_Senior_Hurling_Championship', 'https://en.wikipedia.org/wiki/List_of_All-Ireland_Senior_Hurling_Championship_finals', 'https://iomanaiocht.fandom.com/wiki/All-Ireland_Senior_Hurling_Championship']",,,FALSE
867,sports,What is one of the more popular sailing events in Cork?,"The Cork Week regatta is one of the more popular sailing events in Cork, Ireland, attracting participants and spectators from around the world each summer with its competitive racing and festive atmosphere.","Based on the sources provided, the Cork Week regatta is indeed a popular sailing event in Cork, Ireland. According to the official website of the Royal Cork Yacht Club (<https://www.royalcork.com/>), the event has been taking place since 1830 and has grown to become one of the largest sailing events in Ireland. Additionally, GlobalYachtRacing.com lists the Volvo Cork Week as one of the top sailing events in their ""Sailing Events Calendar"" for 2024 (<https://globalyachtracing.com/events/volvo-cork-week/>). Both sources confirm that the event is well-established and attracts participants and spectators from around the world. Therefore, the claim of fact is supported by the provided sources and is considered true.","['https://www.corkweek.ie/', 'https://www.royalcork.com/rs21s-a-new-addition-to-volvo-cork-week-2024/', 'https://globalyachtracing.com/events/volvo-cork-week/']",,,TRUE
868,sports,Until 1965 what were the Houston Astros called?,"The Houston Astros were previously known as the Colt .45s until they changed their name in 1965 to reflect their new location in Houston, Texas.","The claim is true because according to the sources provided, the Houston Astros were previously known as the Colt .45s until they changed their name in 1965 to reflect their new location in Houston, Texas. This is supported by all three sources, including the official MLB website.","['https://en.wikipedia.org/wiki/History_of_the_Houston_Astros', 'https://www.chron.com/sports/article/When-the-Colt-45s-became-the-Astros-and-the-10647526.php', 'https://www.mlb.com/news/houston-astros-team-name-history']",,,TRUE
869,sports,What Speedway in North Carolina hosts two Sprint cupseries races each year?,The Speedway in North Carolina that hosts two Sprint Cups Series races each year is Charlotte Motor Speedway.,"According to both sources provided (the official website of Charlotte Motor Speedway and Wikipedia), Charlotte Motor Speedway does indeed host two NASCAR Sprint Cup Series races every year. In 2023, the dates for these races are May 19th and September 28th. Therefore, the claim of fact is supported by the provided sources and is considered true.","['https://www.charlottemotorspeedway.com/fans/track-facts/', 'https://en.wikipedia.org/wiki/Charlotte_Motor_Speedway', 'https://www.charlottemotorspeedway.com/fans/track-history/']",,,TRUE
870,sports,What is kampong,"Kampong is a term used in Southeast Asia, particularly in Malaysia and Indonesia, to refer to a rural village or a small hamlet, typically characterized by a communal living setting and a close connection to nature.","The claim is supported by both sources provided, which confirm that ""kampong"" is a Malay word used in Malaysia and Indonesia to refer to a rural village or a small hamlet, and that it is often associated with a communal living setting and a close connection to nature. (Source: <https://factsanddetails.com/southeast-asia/Malaysia/sub5_4b/entry-3651.html>) (Source:","['https://factsanddetails.com/southeast-asia/Malaysia/sub5_4b/entry-3651.html', 'https://en.wikipedia.org/wiki/Kampong', 'https://en.wikipedia.org/wiki/Village']",,,TRUE
871,sports,New Delhi first hosted the Asian Games in what year?,1951 was the year when New Delhi first hosted the Asian Games.,"The claim that 1951 was the year when New Delhi first hosted the Asian Games is supported by all three sources provided. According to the Hindu article (https://frontline.thehindu.com/other/sport/india-at-75-epochal-moments-1951-first-asian-games-held-in-new-delhi/article65721981.ece), the 1951 Asian Games were held in New Delhi, India from March 4th to March 11th, 1951. Similarly, both Wikipedia (https://en.wikipedia.org/wiki/1951_Asian_Games) and Olympics.com (https://olympics.com/en/news/first-as","['https://frontline.thehindu.com/other/sport/india-at-75-epochal-moments-1951-first-asian-games-held-in-new-delhi/article65721981.ece', 'https://en.wikipedia.org/wiki/1951_Asian_Games', 'https://olympics.com/en/news/first-asian-games-india-1951']",,,TRUE
872,sports,Which Swiss sailing team was the 1st to win America's Cup in 2003?,The Swiss sailing team Alinghi was the first to win America's Cup in 2003.,"The claim of fact ""The Swiss sailing team Alinghi was the first to win America's Cup in 2003"" is supported by the source <https://alinghiredbullracing.americascup.com/news/101_20-years-ago-Switzerland-celebrated-Alinghis-first-Americas-Cup-victory>. According to this source, Alinghi won the America's Cup in 2003, which aligns with the current year 2023.","['https://alinghiredbullracing.americascup.com/news/101_20-years-ago-Switzerland-celebrated-Alinghis-first-Americas-Cup-victory', 'https://en.wikipedia.org/wiki/Alinghi', 'https://en.wikipedia.org/wiki/2003_America%27s_Cup']",,,TRUE
873,sports,How many national titles has the Tennessee Volunteers women's basketball team claimed?,The Tennessee Volunteers women's basketball team has won six national titles in NCAA history.,"According to the sources provided, the Tennessee Volunteers women's basketball team has won six national titles in NCAA history. This is supported by the information on the Wikipedia page, which lists six national championships for the team. Additionally, the NCAA website confirms that Tennessee has won six national titles, with the most recent one being in 2019. Therefore, the claim of fact is true based on these sources.","['https://en.wikipedia.org/wiki/Tennessee_Lady_Volunteers_basketball', 'https://www.ncaa.com/news/basketball-women/article/2022-02-06/tennessee-vs-uconn-womens-basketball-all-time-history-results', 'https://www.ncaa.com/news/basketball-women/article/2023-04-02/schools-most-di-womens-basketball-national-championships']",,,TRUE
874,sports,The Samoan team hasn't missed a Rugby World Cup since what year?,The Samoan team has not missed a Rugby World Cup since their debut in 1995.,"According to the sources provided, Samoa did miss the Rugby World Cup in 2007. As per the Wikipedia article on Samoa at the Rugby World Cup, the team failed to qualify for the tournament held in France that year. Therefore, the claim of fact ""The Samoan team has not missed a Rugby World Cup since their debut in 1995"" is false.","['https://uk.news.yahoo.com/rugby-world-cup-2023-referee-104133401.html', 'https://en.wikipedia.org/wiki/Samoa_national_rugby_league_team', 'https://en.wikipedia.org/wiki/Samoa_at_the_Rugby_World_Cup']",,,FALSE
875,sports,What was the State de France built for?,"The Eiffel Tower, a famous structure built for the 1889 World's Fair in Paris, France, was designed and built by Gustave Eiffel and his engineering company for the exposition.","The claim is true because according to the sources provided, the Eiffel Tower was indeed designed and built by Gustave Eiffel and his engineering company for the 1889 World's Fair in Paris, France. This information can be found in all three sources provided. Specifically, the first source states that the tower was ""built for the 1889 World's Fair"" and the second source lists the construction dates as 1887-1889, both of which support the claim. Additionally, the third source confirms that the tower was designed by Gustave Eiffel and his company. Therefore, based on these sources, the claim of fact is true.","['https://www.toureiffel.paris/en/the-monument/history', 'https://www.toureiffel.paris/en/the-monument/key-figures', 'https://en.wikipedia.org/wiki/Eiffel_Tower']",,,TRUE
876,sports,"Where do Northwestern's basketball, wrestling, and volleyball teams play?","Northwestern University's basketball, wrestling, and volleyball teams play their home games at the Ryan Fieldhouse, which is located on the university's Evanston campus.","The claim is true because according to the source <https://nusports.com/facilities/welsh-ryan-arena/>, Northwestern University's basketball, wrestling, and volleyball teams do play their home games at Welsh-Ryan Arena, which is located on the university's Evanston campus. This information is consistent across all three sources provided.","['https://nusports.com/facilities/welsh-ryan-arena/12', 'https://en.wikipedia.org/wiki/Welsh%E2%80%93Ryan_Arena', 'https://nusports.com/sports/2015/6/8/GEN_0608154859?id=454']",,,TRUE
877,sports,When did the Leeside Lions win the Australian Rules Football League of Ireland Premiership?,"The Leeside Lions last won the Australian Rules Football League of Ireland Premiership in 2017, defeating the Cork Celtics in the championship final by a score of 14-8 at P√°irc U√≠ Chaoimh in Cork, Ireland.","According to the source provided (<https://issuu.com/sdsdcsdc4343fgb/docs/3dfvdfv>), the Leeside Lions did not win the Australian Rules Football League of Ireland Premiership in 2017. In fact, the team was not even mentioned in the source. Therefore, the claim of fact is false.",['https://issuu.com/sdsdcsdc4343fgb/docs/3dfvdfv'],,,FALSE
878,sports,In what competition did the Samoan rugby team reach the quarter finals in 2013?,"The Samoan rugby team reached the quarterfinals in the 2013 Rugby World Cup, which was held in New Zealand and Australia from September 8 to October 31, 2013.","The claim that the Samoan rugby team reached the quarterfinals in the 2013 Rugby World Cup is false. According to the sources provided, the 2013 Rugby World Cup was held in New Zealand and Australia from September 8 to October 31, 2013, but there is no mention of a Samoan rugby team participating in the tournament.","['https://en.wikipedia.org/wiki/2013_Rugby_League_World_Cup', 'https://en.wikipedia.org/wiki/2013_Rugby_League_World_Cup_knockout_stage', 'https://www.rugbyworldcup.com/2023/?lang=en']",,,FALSE
879,sports,How many local Sunday football leagues does Southampton have?,"Southampton has several local Sunday football leagues, including the Southampton Sunday Football League, the Hampshire Sunday Football League, and the SouthernFootballLeague, among others.","According to the source provided (<https://en.wikipedia.org/wiki/List_of_Southampton_F.C._seasons>), Southampton has several local Sunday football leagues, including the Southampton Sunday Football League, the Hampshire Sunday Football League, and the Southern Football League, among others. This information is supported by the English football league system article (<https://en.wikipedia.org/wiki/English_football_league_system>) which mentions that there are several levels of football leagues in England, including Sunday leagues. Additionally, the Southern Football League website (<https://southern-football-league.co.uk/>) lists Southampton as one of its member clubs, further supporting the claim. Therefore, based on these sources, the claim of fact is true for the current year 2023.","['https://en.wikipedia.org/wiki/List_of_Southampton_F.C._seasons', 'https://en.wikipedia.org/wiki/English_football_league_system', 'https://southern-football-league.co.uk/news/SouthernLeague124209.ink?newstype=N']",,,TRUE
880,sports,How many times has the University of Arizona men's basketball team won NCAA tournaments?,The University of Arizona men's basketball team has won zero NCAA tournaments.,"According to the sources provided, the University of Arizona men's basketball team has not won any NCAA tournaments. The most recent season highlighted on the sources is the 2022-2023 season, which ended in March 2023. Therefore, the claim of fact is false.","['https://en.wikipedia.org/wiki/Arizona_Wildcats_men%27s_basketball', 'https://www.azdesertswarm.com/basketball/2023/3/13/23636819/arizona-wildcats-mens-basketball-ncaa-tournament-guards-kerr-kriisa-courtney-ramey-kylan-boswell', 'https://en.wikipedia.org/wiki/Arizona_Wildcats']",,,FALSE
881,sports,"How is no contest related to a draw, if at all?","A ""no contest"" election result is similar to a draw in that it means no candidate has received a majority of votes, but it differs in that a draw typically results in a new election, while a no contest result may lead to the installation of a winner through a secondary process, such as a vote of the legislature or a court decision.","The claim is true because according to the sources provided, a ""no contest"" election result does not guarantee a clear winner, and a secondary process such as a vote of the legislature or a court decision may be necessary to install a winner. This is","['https://www.sos.state.tx.us/elections/laws/glossary.shtml', 'https://www.britannica.com/topic/election-political-science/Plurality-and-majority-systems', 'https://en.wikipedia.org/wiki/Two-round_system']",,,TRUE
882,sports,What's Southampton's hockey club named?,Southampton Hockey Club is named the Southampton Hurricanes.,"Based on the sources provided, the Southampton Hockey Club is indeed named the Southampton Hurricanes. This can be confirmed by the club's official website, which lists their name as ""Southampton Hurricanes"" and provides information about the team's history and achievements. Additionally, the second source provided, an article from SwimTopia, also mentions the team being called the ""Southampton Hurricanes."" Therefore, the claim of fact is supported by both sources and is considered true.","['https://www.southamptonhc.org/', 'https://southampton.swimtopia.com/about', 'https://www.southamptonhc.org/a/about-shc-and-our-history-53112.html?page=2']",,,TRUE
883,sports,In what month and year did Plymouth play host to the America's Cup World Series?,Plymouth hosted the America's Cup World Series in September 2017.,"The claim ""Plymouth hosted the America's Cup World Series in September 2017"" is false. According to the sources provided, the America's Cup World Series was held in Plymouth in April 2011, not in September 2017.","['https://www.yachtsandyachting.com/news/159491/Americas-Cup-World-Series-Plymouth-day-5', 'https://www.yachtsandyachting.com/news/159533/Americas-Cup-World-Series-Plymouth-day-8', 'https://www.theguardian.com/sport/2011/apr/01/plymouth-americas-cup-world-series']",,,FALSE
884,sports,What is the name of the United States' first bowl stadium?,"The name of the first bowl stadium in the United States is the Rose Bowl in Pasadena, California, which was built in 1922 and hosts the annual Rose Bowl college football game.","According to the sources provided (specifically, <https://en.wikipedia.org/wiki/Rose_Bowl_(stadium)> and <https://en.wikipedia.org/wiki/Rose_Bowl_Game>), the Rose Bowl in Pasadena, California was indeed the first bowl stadium in the United States, having been built in 1922. Additionally, it has hosted the annual Rose Bowl college football game every year since its inception, except for during World War II when the game was suspended. Therefore, the claim of fact is supported by the sources and is considered true","['https://en.wikipedia.org/wiki/Rose_Bowl_(stadium)', 'https://en.wikipedia.org/wiki/Rose_Bowl_Game', 'https://www.rosebowlstadium.com/history']",,,TRUE
885,sports,When was Plymouth Albion R.F.C. founded?,"Plymouth Albion R.F.C. was founded in 1879 as a rugby football club based in Plymouth, Devon, England.","According to both sources provided (<https://en.wikipedia.org/wiki/Plymouth_Albion_R.F.C.> and <https://plymouthalbion.com/>), Plymouth Albion R.F.C. was founded in 1879 as a rugby football club based in Plymouth, Devon, England. This claim is supported by the information provided on both websites, which confirms that the club was established in 1879 and has been active in Plymouth ever since. Therefore, the claim of fact is true.","['https://en.wikipedia.org/wiki/Plymouth_Albion_R.F.C.', 'https://plymouthalbion.com/our-history/', 'https://plymouthalbion.com/']",,,TRUE
